frase_teste,saida_correta,predicao_sistema
com unk modificações principalmente pensando em unk e unk unk parece estar unk uma unk unk para a cidade unk a as unk unk de a região em que ela se unk $. $¶,"['PRP', 'KOMP', 'N', 'ADV', 'V', 'PRP', 'ADJ', 'N', 'V', 'E', 'V', 'V', 'V', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PRP', 'KS', 'PERS', 'PERS', 'V', 'PU', 'PU']","['DET', 'UNK', 'NUM', 'DET', 'PU', 'PU', 'UNK', 'N', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
além=de isso há um unk de o texto unk a idéia de unk unk em uma só frase $. $¶,"['PRP', 'SPEC', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'N', 'ADJ', 'PRP', 'DET', 'ADJ', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
em nova folha de unk unk unk esse mesmo texto mas altera a mão com unk unk unk toda=a parte inicial até o unk unk por unk já as unk de sudoeste e ainda substituindo unk por de junho $. $¶,"['PRP', 'ADJ', 'N', 'PRP', 'N', 'V', 'V', 'DET', 'KOMP', 'N', 'KC', 'V', 'DET', 'N', 'PRP', 'N', 'N', 'ADJ', 'DET', 'N', 'ADJ', 'ADV', 'DET', 'N', 'V', 'PRP', 'V', 'ADV', 'DET', 'N', 'PRP', 'N', 'KC', 'ADV', 'V', 'ADJ', 'PRP', 'PRP', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'V', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'UNK', 'PRP', 'V', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU', 'PU', 'ADV', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
acima=de oxigênio unk escreve unk como sugestão para acrescentar a idéia de unk unk $. $¶,"['PRP', 'N', 'E', 'V', 'H', 'ADV', 'N', 'PRP', 'V', 'DET', 'N', 'PRP', 'N', 'V', 'PU', 'PU']","['DET', 'N', 'UNK', 'N', 'UNK', 'N', 'PRP', 'N', 'V', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'N']"
$( unk se que é muito comum encontrar em os unk de unk palavras unk unk ou unk unk unk em inglês $) $. $¶,"['PU', 'V', 'PERS', 'KS', 'V', 'ADV', 'ADJ', 'V', 'PRP', 'DET', 'N', 'PRP', 'V', 'N', 'N', 'N', 'KC', 'ADV', 'N', 'ADJ', 'PRP', 'N', 'PU', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'S', 'UNK', 'UNK', 'N', 'UNK', 'UNK', 'UNK', 'N', 'V', 'PRP', 'DET', 'N']"
é muito provável que unk tenha feito a unk em o unk de a folha após sugerir a unk de o unk em a unk pensando que esta unk unk se unk tal sugestão desde o início $. $¶,"['V', 'ADV', 'ADJ', 'KS', 'E', 'V', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'KS', 'DET', 'V', 'ADV', 'PERS', 'V', 'KOMP', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PU', 'PU', 'PU', 'UNK', 'UNK', 'N', 'UNK', 'PU', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
é unk essa mesma folha porém que o autor unk aquela que será a versão mais próxima de a final $: haviam já unk as unk de sudoeste mas em aquele unk unk junho os unk unk $/ o ar estava unk unk como=se a unk unk unk sobre a cidade lhe $/ aquele trecho de terra e mar $/ tivesse unk $/ unk todo=o ar e agora unk a velha capital de unk $/ cidade unk estivesse a unk $ unk e unk unk oxigênio $. $¶,"['ADV', 'PRP', 'DET', 'KOMP', 'N', 'ADV', 'ADV', 'DET', 'N', 'V', 'DET', 'SPEC', 'V', 'DET', 'N', 'KOMP', 'ADJ', 'PRP', 'DET', 'N', 'PU', 'V', 'ADV', 'V', 'DET', 'N', 'PRP', 'N', 'KC', 'PRP', 'DET', 'V', 'N', 'N', 'DET', 'N', 'V', 'KC', 'DET', 'N', 'V', 'ADJ', 'ADV', 'KS', 'DET', 'N', 'ADJ', 'V', 'PRP', 'DET', 'N', 'PERS', 'PU', 'DET', 'N', 'PRP', 'N', 'KC', 'N', 'KC', 'V', 'V', 'PU', 'V', 'DET', 'N', 'KC', 'ADV', 'ADV', 'DET', 'ADJ', 'N', 'PRP', 'N', 'PU', 'N', 'ADJ', 'V', 'PRP', 'V', 'PU', 'ADJ', 'KC', 'V', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'UNK', 'V', 'PRP', 'DET', 'N', 'PU', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'DET', 'N', 'UNK', 'UNK', 'NUM', 'N', 'V', 'PRP', 'UNK', 'UNK', 'DET', 'N', 'UNK', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'V', 'V', 'DET', 'N', 'PRP', 'NUM', 'N', 'PU', 'N', 'PRP', 'UNK', 'PU', 'UNK', 'PRP', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PU', 'PU', 'UNK', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N']"
volta a dúvida sobre a unk de o local além=de a opção por manter unk e de junho unk mas parece pela=primeira=vez a idéia de unk unk com a unk de o unk unk em a versão anterior $. $¶,"['V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'V', 'ADJ', 'KC', 'PRP', 'N', 'V', 'KC', 'V', 'ADV', 'DET', 'N', 'PRP', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'PU']","['V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N', 'PU', 'DET', 'N', 'PRP']"
além=de isso a utilização de vários unk ligados a a idéia de unk unk o clima unk de a cidade $. $¶,"['PRP', 'SPEC', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'N', 'V', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'N', 'PRP', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
a versão definitiva de o primeiro unk de o romance unk unk a unk unk e unk unk que maio unk haviam já unk a unk as unk de sudoeste mas em aquele unk unk unk se uma unk unk em toda=a região $. $¶,"['DET', 'N', 'ADJ', 'PRP', 'DET', 'NUM', 'N', 'PRP', 'DET', 'N', 'O', 'V', 'DET', 'N', 'N', 'KC', 'ADV', 'V', 'KS', 'N', 'V', 'V', 'ADV', 'V', 'PRP', 'V', 'DET', 'N', 'PRP', 'N', 'KC', 'PRP', 'DET', 'V', 'ADJ', 'V', 'PERS', 'DET', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['N', 'PU', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'UNK', 'UNK', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PU', 'PU', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'UNK', 'DET', 'N', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP']"
era como=se a unk unk unk como uma unk sobre a terra tivesse unk quase todo=o ar de um unk unk de unk unk e mar $. $¶,"['V', 'KS', 'DET', 'N', 'ADJ', 'V', 'ADV', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'V', 'ADV', 'DET', 'N', 'PRP', 'DET', 'ADJ', 'N', 'PRP', 'N', 'N', 'KC', 'N', 'PU', 'PU']","['V', 'DET', 'N', 'UNK', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'NUM', 'PRP', 'DET', 'N', 'PRP', 'V', 'PRP', 'DET', 'UNK', 'UNK', 'PRP', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET']"
e a velha cidade unk de tão unk unk templos e unk unk plantada sobre ambas as margens de o rio parecia um unk unk unk unk a unk unk oxigênio $. $¶,"['KC', 'DET', 'ADJ', 'N', 'ADJ', 'PRP', 'ADV', 'ADJ', 'N', 'N', 'KC', 'N', 'ADV', 'V', 'PRP', 'DET', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'ADJ', 'ADJ', 'V', 'PRP', 'V', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'V', 'PRP', 'UNK', 'UNK', 'PRP', 'N', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'V', 'PRP', 'UNK', 'UNK', 'UNK', 'UNK', 'DET', 'UNK', 'UNK', 'PRP', 'DET', 'N']"
a unk cresceu a=ponto=de se tornar ao=mesmo=tempo precisa e unk unk de unk e de unk $. $¶,"['DET', 'N', 'V', 'PRP', 'PERS', 'V', 'ADV', 'ADJ', 'KC', 'ADJ', 'ADJ', 'PRP', 'N', 'KC', 'PRP', 'N', 'PU', 'PU']","['DET', 'UNK', 'N', 'PU', 'N', 'V', 'PU', 'DET', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
mas não é apenas a unk que nos envolve $; a sensação de unk unk que unk unk desde a primeira tentativa marca a abertura de o texto e permanece por toda=a unk $. $¶,"['KC', 'ADV', 'V', 'ADV', 'DET', 'N', 'SPEC', 'PERS', 'V', 'PU', 'DET', 'N', 'PRP', 'N', 'ADJ', 'SPEC', 'E', 'V', 'PRP', 'DET', 'NUM', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'KC', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'ADV', 'DET', 'N', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'V', 'PRP', 'DET', 'N', 'PRP']"
é como=se unk antes a unk e o unk que o unk unk unk todo=o romance unk não apenas por suas unk mas também por a falta de ar e por o unk $. $¶,"['V', 'KS', 'V', 'ADV', 'DET', 'N', 'KC', 'DET', 'N', 'SPEC', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'V', 'ADV', 'ADV', 'PRP', 'S', 'N', 'KC', 'ADV', 'PRP', 'DET', 'N', 'PRP', 'N', 'KC', 'PRP', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'UNK', 'PU', 'PRP', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
através de essa unk o unk faz com que os unk de a personagem se unk unk unk unk unk com unk $. $¶,"['ADV', 'PRP', 'DET', 'N', 'DET', 'N', 'V', 'PRP', 'KS', 'DET', 'N', 'PRP', 'DET', 'N', 'PERS', 'V', 'DERS', 'V', 'N', 'ADJ', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'UNK', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N']"
há ainda a mudança de as unk unk de junho para fim de maio e o unk de a frase inicial em três com a unk unk de as unk de tempo e unk $. $¶,"['V', 'ADV', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'N', 'PRP', 'N', 'PRP', 'N', 'KC', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'NUM', 'PRP', 'DET', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'KC', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
o estudo de o processo de=criação de unk unk sua preocupação em unk a organização unk de o texto com a história que está sendo unk $. $¶,"['DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'E', 'N', 'S', 'N', 'PRP', 'V', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'SPEC', 'V', 'V', 'V', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PU', 'PU', 'PU', 'PU', 'UNK', 'DET', 'N']"
sempre a a unk de a palavra mais adequada de a melhor maneira de unk ou de unk e de a construção unk mais unk o autor unk trabalho unk como unk os unk de as seis unk de o primeiro unk de unk $. $¶,"['ADV', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'KOMP', 'ADJ', 'PRP', 'DET', 'SUP', 'N', 'PRP', 'V', 'KC', 'PRP', 'V', 'KC', 'PRP', 'DET', 'N', 'DERS', 'KOMP', 'ADJ', 'DET', 'N', 'ADJ', 'N', 'ADV', 'ADV', 'V', 'DET', 'N', 'PRP', 'DET', 'NUM', 'N', 'PRP', 'DET', 'NUM', 'N', 'PRP', 'O', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N']"
isso confirma o unk unk alt unk e unk que unk em seus unk editados e explica a imensa quantidade de leitores que unk sempre teve e tem até hoje $. $¶,"['SPEC', 'V', 'DET', 'N', 'ADJ', 'KC', 'ADJ', 'SPEC', 'V', 'PRP', 'S', 'N', 'V', 'KC', 'V', 'DET', 'ADJ', 'N', 'PRP', 'N', 'SPEC', 'V', 'ADV', 'V', 'KC', 'V', 'PRP', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'V', 'N', 'PRP', 'DET', 'N', 'N', 'PRP', 'PERS', 'V', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
unk é unk de o unk de unk $( unk $) unk em unk de a literatura em a unk $( unk de o rio=grande=do=sul $) professora de o curso de unk de a unk $¶,"['M', 'V', 'DERS', 'PRP', 'DET', 'A', 'PRP', 'E', 'PU', 'ALEV', 'PU', 'DERS', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'PUC', 'PU', 'P', 'PRP', 'DET', 'R', 'PU', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'F', 'PU']","['DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU', 'UNK', 'N', 'PRP', 'DET', 'N']"
unk $¶,"['A', 'PU']","['DET', 'N']"
especial para a folha $¶,"['ADJ', 'PRP', 'DET', 'F', 'PU']","['V', 'PRP', 'DET', 'N', 'PRP']"
para um unk unk em livros porto=alegre em aquela época era a cidade de ele $. $¶,"['PRP', 'DET', 'N', 'ADJ', 'PRP', 'N', 'P', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'PERS', 'PU', 'PU']","['DET', 'N', 'UNK', 'UNK', 'PU', 'PU', 'PRP', 'N', 'V', 'V', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
não só por o unk literário mas também por a unk unk e nobre de resistência a a unk $. $¶,"['ADV', 'ADV', 'PRP', 'DET', 'N', 'ADJ', 'KC', 'ADV', 'PRP', 'DET', 'N', 'ADJ', 'KC', 'ADJ', 'PRP', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'N', 'SPEC', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
eu era muito pequeno para unk com ele sobre essas coisas $. $¶,"['PERS', 'V', 'ADV', 'ADJ', 'PRP', 'V', 'PRP', 'PERS', 'PRP', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'V', 'DET', 'N']"
não sei unk tinha unk políticos bem unk $. $¶,"['ADV', 'V', 'ADV', 'V', 'N', 'ADJ', 'ADV', 'ADJ', 'PU', 'PU']","['V', 'ADV', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
mas tenho unk em a memória um ideal humano que ele unk com as palavras e unk melhor do=que quase qualquer outro com a própria vida $. $¶,"['KC', 'V', 'V', 'PRP', 'DET', 'N', 'DET', 'N', 'ADJ', 'SPEC', 'PERS', 'V', 'PRP', 'DET', 'N', 'KC', 'V', 'KOMP', 'KS', 'ADV', 'DET', 'KOMP', 'PRP', 'DET', 'ADJ', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'ADV', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N']"
quando eu unk a minha família já era um=pouco a família de eles também e unk $. $¶,"['ADV', 'PERS', 'V', 'DET', 'S', 'N', 'ADV', 'V', 'ADV', 'DET', 'N', 'PRP', 'PERS', 'ADV', 'KC', 'ADV', 'PU', 'PU']","['DET', 'N', 'UNK', 'PU', 'PU', 'V', 'DET', 'N', 'ADV', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
meus unk foram amigos de ele e de dona unk desde a unk em unk $; a segunda unk unk a unk de unk $. $¶,"['S', 'N', 'V', 'ADJ', 'PRP', 'PERS', 'KC', 'PRP', 'N', 'M', 'PRP', 'DET', 'N', 'PRP', 'C', 'PU', 'DET', 'NUM', 'N', 'V', 'DET', 'N', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
em os anos de que estou falando $ décadas de 60 e início de 70 $ a casa de os meus unk era o seu ponto de encontro em os sábados a a noite $. $¶,"['PRP', 'DET', 'N', 'PRP', 'SPEC', 'V', 'V', 'PU', 'N', 'PRP', 'NUM', 'KC', 'N', 'PRP', 'NUM', 'PU', 'DET', 'N', 'PRP', 'DET', 'S', 'N', 'V', 'DET', 'S', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'KS', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'KS', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
quem unk unk lo ia para lá $. $¶,"['SPEC', 'V', 'V', 'PERS', 'V', 'PRP', 'ADV', 'PU', 'PU']","['DET', 'UNK', 'UNK', 'N', 'PRP', 'N', 'V', 'DET', 'N']"
unk também com um=pouco de sorte outros nomes de a unk unk $: unk unk unk unk e unk sem falar em o unk $. $¶,"['V', 'ADV', 'PRP', 'SPEC', 'PRP', 'N', 'KOMP', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'J', 'M', 'H', 'C', 'KC', 'L', 'PRP', 'V', 'PRP', 'DET', 'L', 'PU', 'PU']","['PRP', 'DET', 'N', 'ADV', 'PRP', 'DET', 'N', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'N', 'UNK', 'UNK', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
de=fora também vinham outros amigos e unk $: unk unk unk unk unk até unk quando veio a o sul unk o unk $. $¶,"['ADV', 'ADV', 'V', 'KOMP', 'N', 'KC', 'V', 'PU', 'A', 'P', 'J', 'P', 'C', 'PRP', 'T', 'ADV', 'V', 'PRP', 'DET', 'N', 'V', 'DET', 'C', 'PU', 'PU']","['N', 'V', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'UNK', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'ADV', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
esta é a memória unk e unk que eu tenho de aquele tempo $. $¶,"['DET', 'V', 'DET', 'N', 'ADJ', 'KC', 'ADJ', 'SPEC', 'PERS', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
em unk hoje unk com unk ainda maior em um outro período $. $¶,"['PRP', 'N', 'ADV', 'V', 'PRP', 'N', 'ADV', 'KOMP', 'PRP', 'DET', 'KOMP', 'N', 'PU', 'PU']","['DET', 'UNK', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
meu unk e ele unk de a vida literária de a cidade em seu unk em as décadas de 30 e 40 $. $¶,"['S', 'N', 'KC', 'PERS', 'V', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'S', 'N', 'PRP', 'DET', 'N', 'PRP', 'NUM', 'KC', 'NUM', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'KS', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk então em porto=alegre o unk unk o unk unk o unk unk e o unk unk entre outros $. $¶,"['V', 'ADV', 'PRP', 'P', 'DET', 'N', 'M', 'DET', 'N', 'H', 'DET', 'N', 'A', 'KC', 'DET', 'N', 'A', 'PRP', 'KOMP', 'PU', 'PU']","['DET', 'N', 'V', 'PRP', 'DET', 'UNK', 'UNK', 'DET', 'UNK', 'UNK', 'DET', 'UNK', 'UNK', 'DET', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP']"
o grande projeto unk de a unk foi um de os seus unk $. $¶,"['DET', 'ADJ', 'N', 'ADJ', 'PRP', 'DET', 'L', 'V', 'NUM', 'PRP', 'DET', 'S', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
anos mais tarde em outras unk foi criada a unk $ outra unk unk de esse unk unk que eles unk $. $¶,"['N', 'ADV', 'ADV', 'PRP', 'KOMP', 'N', 'V', 'V', 'DET', 'F', 'PU', 'KOMP', 'ADJ', 'N', 'PRP', 'DET', 'N', 'ADJ', 'SPEC', 'PERS', 'V', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'UNK', 'UNK', 'PRP', 'DET', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
unk isto é uma idéia de país unk em um ideal de cultura que não é menos unk hoje por ser unk $. $¶,"['V', 'SPEC', 'V', 'DET', 'N', 'PRP', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'N', 'SPEC', 'ADV', 'V', 'KOMP', 'ADJ', 'ADV', 'PRP', 'V', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
eu tenho duas unk em a vida $: uma é a de não ter unk o suficiente com meu unk e seu amigo não ter unk com eles como unk $. $¶,"['PERS', 'V', 'NUM', 'N', 'PRP', 'DET', 'N', 'PU', 'NUM', 'V', 'DET', 'PRP', 'ADV', 'V', 'V', 'DET', 'N', 'PRP', 'S', 'N', 'KC', 'S', 'N', 'ADV', 'V', 'V', 'PRP', 'PERS', 'ADV', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
outra é a de não poder mostrar a eles o que unk fazendo agora unk seus passos como intelectual e unk $. $¶,"['KOMP', 'V', 'DET', 'PRP', 'ADV', 'N', 'V', 'PRP', 'PERS', 'DET', 'SPEC', 'V', 'V', 'ADV', 'V', 'S', 'N', 'ADV', 'N', 'KC', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
